Disease_Label,Symptom_Text
Viêm phổi,"hay bị sốt, buồn nôn, mệt mỏi, sốt cao, ớn lạnh, lạnh run"
Viêm phổi,"tự nhiên bị lừ đừ, suy nhược, sốt, ho dai dẳng, cơ thể mệt lả"
Viêm phổi,"mình đang đau ngực, suy nhược, lừ đừ"
Viêm phổi,"hay bị buồn nôn, lừ đừ, mệt mỏi, sốt cao, ớn lạnh"
Viêm phổi,"tôi bị tức ngực, suy nhược, đau đầu, ớn lạnh, buồn nôn, đau ngực"
Viêm phổi,"chán ăn, suy nhược, lừ đừ, khó chịu trong người, đau ngực"
Viêm phổi,"dấu hiệu khó chịu trong người, đau đầu, lạnh run, sốt, ho dai dẳng"
Viêm phổi,"tôi bị mất ngủ, chán ăn, cơ thể mệt lả, đau đầu, mệt mỏi"
Viêm phổi,"cháu bị lừ đừ, mất ngủ, ớn lạnh, tức ngực, cơ thể mệt lả"
Viêm phổi,"thở dốc, lừ đừ, mệt mỏi, cơ thể mệt lả"
Viêm phổi,"ho dai dẳng, ho ra máu, mất ngủ, sốt, mệt mỏi"
Viêm phổi,"suy nhược, mất ngủ, đau đầu, buồn nôn, lạnh run"
Viêm phổi,"khó chịu trong người, khó thở, ho dai dẳng, chán ăn, buồn nôn, mất ngủ"
Viêm phổi,"tôi bị lạnh run, đau đầu, buồn nôn, ho có đờm, khó chịu trong người"
Viêm phổi,"mệt mỏi, cơ thể mệt lả, mất ngủ, ho ra máu"
Viêm phổi,"có triệu chứng chán ăn, buồn nôn, lừ đừ, thở dốc, suy nhược"
Viêm phổi,"suy nhược, đau đầu, sốt, chán ăn, ho dai dẳng, lạnh run"
Viêm phổi,"sốt, khó thở, mất ngủ, khó chịu trong người"
Viêm phổi,"lừ đừ, suy nhược, sốt cao, cơ thể mệt lả, sốt, chán ăn"
Viêm phổi,"ho có đờm, mất ngủ, sốt, lừ đừ, ớn lạnh"
Viêm phổi,"cảm thấy sốt, lạnh run, buồn nôn, mệt mỏi"
Viêm phổi,"tự nhiên bị mất ngủ, khó thở, mệt mỏi, lừ đừ, ho dai dẳng"
Viêm phổi,"mệt mỏi, mất ngủ, sốt cao, đau đầu, lạnh run"
Viêm phổi,"bác sĩ ơi tôi bị ho ra máu, lừ đừ, sốt, chán ăn, thở dốc"
Viêm phổi,"hay bị khó thở, lừ đừ, đau đầu, mệt mỏi"
Viêm phổi,"có triệu chứng khó chịu trong người, lạnh run, sốt cao, mất ngủ"
Viêm phổi,"mình đang cơ thể mệt lả, lừ đừ, mệt mỏi"
Viêm phổi,thở dốc
Viêm phổi,"ho ra máu, lừ đừ, chán ăn, đau đầu"
Viêm phổi,"buồn nôn, sốt, mệt mỏi, khó thở, ho dai dẳng"
Viêm phổi,"hay bị sốt cao, mất ngủ, lừ đừ"
Viêm phổi,"có triệu chứng ho có đờm, sốt, lừ đừ"
Viêm phổi,"ho có đờm, suy nhược, mất ngủ, sốt, mệt mỏi"
Viêm phổi,"có triệu chứng sốt, mệt mỏi, lạnh run, lừ đừ, suy nhược"
Viêm phổi,"ho ra máu, mệt mỏi, chán ăn, suy nhược, ớn lạnh"
Viêm phổi,"sốt cao, mất ngủ, suy nhược, đau ngực"
Viêm phổi,"đau đầu, suy nhược, tức ngực"
Viêm phổi,"sốt, mất ngủ, đau ngực, tức ngực"
Viêm phổi,"lạnh run, mệt mỏi, buồn nôn"
Viêm phổi,"bác sĩ ơi tôi bị sốt cao, mất ngủ, khó chịu trong người, ho dai dẳng, buồn nôn"
Viêm phổi,"cháu bị buồn nôn, suy nhược, sốt, ớn lạnh, khó thở"
Viêm phổi,"cảm thấy buồn nôn, đau đầu, đau ngực, lạnh run, suy nhược, sốt"
Viêm phổi,"bác sĩ ơi tôi bị mệt mỏi, sốt cao, ho ra máu, suy nhược"
Viêm phổi,"mấy hôm nay tôi bị ớn lạnh, suy nhược, tức ngực, lừ đừ, ho có đờm, sốt"
Viêm phổi,"tự nhiên bị đau ngực, lừ đừ, chán ăn, ớn lạnh, đau đầu"
Viêm phổi,"dấu hiệu khó chịu trong người, ho ra máu, buồn nôn, mệt mỏi, lừ đừ"
Viêm phổi,"chán ăn, mệt mỏi, mất ngủ, sốt cao, khó thở, buồn nôn"
Viêm phổi,"có triệu chứng buồn nôn, sốt, lạnh run"
Viêm phổi,"tôi bị ho có đờm, lạnh run, ớn lạnh, đau đầu, mất ngủ"
Viêm phổi,"khó thở, chán ăn, suy nhược, đau đầu, buồn nôn, lạnh run"
Viêm phổi,"hay bị lừ đừ, đau đầu, khó thở"
Viêm phổi,"mấy hôm nay tôi bị khó thở, chán ăn, tức ngực, ớn lạnh, lừ đừ, khó chịu trong người"
Viêm phổi,"khó thở, mất ngủ, sốt, chán ăn, buồn nôn"
Viêm phổi,"cháu bị suy nhược, mệt mỏi, buồn nôn, thở dốc, lừ đừ"
Viêm phổi,"tôi bị chán ăn, mất ngủ, thở dốc, đau đầu, khó chịu trong người, đau ngực"
Viêm phổi,"cháu bị lừ đừ, chán ăn, sốt, ho dai dẳng"
Viêm phổi,"ho ra máu, suy nhược, chán ăn, sốt, lạnh run"
Viêm phổi,"mình đang ớn lạnh, cơ thể mệt lả, buồn nôn, sốt, ho dai dẳng"
Viêm phổi,"đau đầu, đau ngực, lừ đừ, chán ăn, buồn nôn"
Viêm phổi,"sốt cao, ớn lạnh, chán ăn, khó chịu trong người, khó thở, suy nhược"
Viêm phổi,"buồn nôn, lừ đừ, ho có đờm, suy nhược, chán ăn"
Viêm phổi,"lừ đừ, ho ra máu, mệt mỏi, suy nhược, khó chịu trong người"
Viêm phổi,"khó chịu trong người, chán ăn, sốt, mệt mỏi, ho có đờm"
Viêm phổi,"thở dốc, buồn nôn, mệt mỏi, mất ngủ"
Viêm phổi,"lừ đừ, cơ thể mệt lả, chán ăn, tức ngực, sốt, khó chịu trong người"
Viêm phổi,"khó thở, thở dốc, khó chịu trong người, sốt"
Viêm phổi,"tự nhiên bị ho ra máu, khó chịu trong người, mất ngủ"
Viêm phổi,"hay bị thở dốc, sốt, lạnh run, chán ăn"
Viêm phổi,"sốt, chán ăn, ho dai dẳng, suy nhược, lừ đừ"
Viêm phổi,"sốt, sốt cao, đau ngực, đau đầu, mệt mỏi, ớn lạnh"
Viêm phổi,"hay bị buồn nôn, mệt mỏi, sốt cao, suy nhược"
Viêm phổi,"mình đang ho có đờm, tức ngực, sốt, buồn nôn, đau đầu"
Viêm phổi,"hay bị đau đầu, mất ngủ, lừ đừ, buồn nôn, ho có đờm"
Viêm phổi,"đau đầu, ho có đờm, khó chịu trong người"
Viêm phổi,"suy nhược, buồn nôn, ho dai dẳng, mất ngủ, sốt, ho ra máu"
Viêm phổi,"cảm thấy suy nhược, buồn nôn, cơ thể mệt lả, khó thở"
Viêm phổi,"đau ngực, đau đầu, suy nhược, ớn lạnh"
Viêm phổi,"chán ăn, lừ đừ, khó chịu trong người, lạnh run, buồn nôn, cơ thể mệt lả"
Viêm phổi,"mệt mỏi, buồn nôn, chán ăn, ho ra máu, sốt cao"
Viêm phổi,"bác sĩ ơi tôi bị ớn lạnh, mất ngủ, ho có đờm, đau đầu, buồn nôn, đau ngực"
Viêm phổi,"cháu bị sốt cao, mệt mỏi, ho dai dẳng, lừ đừ, đau đầu"
Viêm phổi,"mất ngủ, lừ đừ, đau ngực, khó chịu trong người"
Viêm phổi,"tự nhiên bị ớn lạnh, thở dốc, sốt, đau đầu, mất ngủ"
Viêm phổi,"mất ngủ, tức ngực, ho có đờm, buồn nôn, khó chịu trong người"
Viêm phổi,"tôi bị khó thở, ho ra máu, mệt mỏi, đau đầu"
Viêm phổi,"cơ thể mệt lả, lạnh run, đau đầu, suy nhược"
Viêm phổi,"khó chịu trong người, suy nhược, ho có đờm, mệt mỏi, buồn nôn"
Viêm phổi,"mình đang lạnh run, buồn nôn, mệt mỏi, sốt, thở dốc"
Viêm phổi,"đau ngực, suy nhược, ho có đờm, ớn lạnh"
Viêm phổi,"đau đầu, suy nhược, tức ngực, buồn nôn"
Viêm phổi,"thở dốc, sốt, chán ăn, mệt mỏi"
Viêm phổi,"dấu hiệu ớn lạnh, mệt mỏi, tức ngực, đau đầu"
Viêm phổi,"mình đang chán ăn, sốt, buồn nôn, suy nhược, khó thở"
Viêm phổi,"mệt mỏi, buồn nôn, chán ăn, sốt, khó thở"
Viêm phổi,"hay bị mất ngủ, lạnh run, buồn nôn, lừ đừ, khó chịu trong người"
Viêm phổi,"đau đầu, cơ thể mệt lả, mất ngủ, ho ra máu, sốt, khó chịu trong người"
Viêm phổi,"đau đầu, buồn nôn, cơ thể mệt lả"
Viêm phổi,"hay bị tức ngực, buồn nôn, mệt mỏi, sốt"
Viêm phổi,"khó thở, lạnh run, chán ăn, mệt mỏi"
Viêm phổi,"lừ đừ, thở dốc, đau ngực, mệt mỏi"
Viêm phổi,"ho ra máu, chán ăn, buồn nôn, đau ngực"
Viêm phổi,"cháu bị chán ăn, ớn lạnh, khó chịu trong người, lạnh run, sốt cao, buồn nôn"
Viêm phổi,"buồn nôn, suy nhược, khó thở, mệt mỏi, sốt"
Viêm phổi,"đau đầu, khó chịu trong người, ho có đờm, lừ đừ, ho ra máu"
Viêm phổi,"chán ăn, buồn nôn, đau đầu, mệt mỏi, ho có đờm"
Viêm phổi,"khó chịu trong người, lừ đừ, chán ăn, ho ra máu, cơ thể mệt lả, mệt mỏi"
Viêm phổi,"khó chịu trong người, ho có đờm, khó thở, chán ăn, suy nhược"
Viêm phổi,"hay bị cơ thể mệt lả, ho dai dẳng, đau đầu, suy nhược"
Viêm phổi,"sốt, tức ngực, đau ngực, đau đầu, buồn nôn"
Viêm phổi,ho ra máu
Viêm phổi,"lừ đừ, thở dốc, ớn lạnh, chán ăn, mệt mỏi"
Viêm phổi,"chán ăn, mất ngủ, ho dai dẳng"
Viêm phổi,"suy nhược, mệt mỏi, tức ngực, mất ngủ, ớn lạnh"
Viêm phổi,"tự nhiên bị đau đầu, lạnh run, ho có đờm, suy nhược"
Viêm phổi,"mấy hôm nay tôi bị chán ăn, ớn lạnh, ho ra máu, lừ đừ"
Viêm phổi,"sốt, đau ngực, ớn lạnh, buồn nôn, khó chịu trong người"
Viêm phổi,"có triệu chứng suy nhược, lừ đừ, ho có đờm"
Viêm phổi,"lạnh run, mệt mỏi, chán ăn, ho ra máu, mất ngủ"
Viêm phổi,"hay bị mất ngủ, khó thở, sốt"
Viêm phổi,"cảm thấy sốt, đau đầu, thở dốc, suy nhược"
Viêm phổi,"cháu bị khó chịu trong người, đau đầu, sốt cao, suy nhược, lạnh run"
Viêm phổi,"mấy hôm nay tôi bị sốt, ho ra máu, mệt mỏi"
Viêm phổi,"hay bị mệt mỏi, ớn lạnh, ho dai dẳng"
Viêm phổi,"tôi bị chán ăn, lạnh run, mất ngủ, mệt mỏi, buồn nôn, ho có đờm"
Viêm phổi,"dấu hiệu thở dốc, mất ngủ, khó chịu trong người, mệt mỏi"
Viêm phổi,"tự nhiên bị đau ngực, sốt cao, khó chịu trong người, mất ngủ"
Viêm phổi,"hay bị khó thở, đau đầu, khó chịu trong người"
Viêm phổi,"khó thở, sốt cao, mất ngủ, chán ăn"
Viêm phổi,"cơ thể mệt lả, chán ăn, buồn nôn, ho có đờm"
Viêm phổi,"cháu bị ho có đờm, lạnh run, mất ngủ, ớn lạnh"
Viêm phổi,"sốt, sốt cao, đau đầu, ho có đờm"
Viêm phổi,"đau đầu, buồn nôn, khó chịu trong người, ho dai dẳng, ho có đờm, chán ăn"
Viêm phổi,"sốt, buồn nôn, ớn lạnh, ho dai dẳng, cơ thể mệt lả"
Viêm phổi,"ho ra máu, ớn lạnh, suy nhược, chán ăn, khó chịu trong người"
Viêm phổi,"sốt, buồn nôn, lạnh run, khó chịu trong người"
Viêm phổi,"dấu hiệu ho dai dẳng, sốt cao, mất ngủ, ớn lạnh"
Viêm phổi,"cảm thấy mệt mỏi, ho dai dẳng, lạnh run, khó chịu trong người, chán ăn, sốt"
Viêm phổi,"khó chịu trong người, thở dốc, sốt, khó thở"
Viêm phổi,"bác sĩ ơi tôi bị đau đầu, ho dai dẳng, khó chịu trong người, lừ đừ"
Viêm phổi,"tự nhiên bị buồn nôn, chán ăn, ớn lạnh, cơ thể mệt lả, thở dốc"
Viêm phổi,"suy nhược, lạnh run, mệt mỏi, sốt cao, khó chịu trong người, mất ngủ"
Viêm phổi,"hay bị đau đầu, đau ngực, lừ đừ, ớn lạnh, sốt cao"
Viêm phổi,"tức ngực, khó chịu trong người, sốt, đau đầu"
Viêm phổi,"khó chịu trong người, suy nhược, lạnh run"
Viêm phổi,"chán ăn, lừ đừ, buồn nôn, tức ngực, khó chịu trong người"
Viêm phổi,"ớn lạnh, tức ngực, mệt mỏi, mất ngủ, ho có đờm"
Viêm phổi,"lừ đừ, sốt, buồn nôn, cơ thể mệt lả"
Viêm phổi,"thở dốc, suy nhược, buồn nôn, đau đầu"
Viêm phổi,"cảm thấy mệt mỏi, ớn lạnh, thở dốc, chán ăn, lạnh run, khó chịu trong người"
Viêm phổi,"cháu bị buồn nôn, ho ra máu, chán ăn, tức ngực, sốt, mất ngủ"
Viêm phổi,"tôi bị ho có đờm, suy nhược, đau ngực, đau đầu"
Viêm phổi,"khó chịu trong người, sốt, buồn nôn, sốt cao, ớn lạnh"
Viêm phổi,"tôi bị sốt, suy nhược, khó thở, ho dai dẳng, ớn lạnh"
Viêm phổi,"bác sĩ ơi tôi bị sốt cao, sốt, lừ đừ, suy nhược"
Viêm phổi,"cảm thấy tức ngực, lạnh run, đau đầu, khó chịu trong người, sốt"
Viêm phổi,"mệt mỏi, cơ thể mệt lả, chán ăn, ớn lạnh, khó chịu trong người, ho ra máu"
Viêm phổi,"sốt, ho dai dẳng, khó thở, chán ăn"
Viêm phổi,"có triệu chứng ho dai dẳng, ho có đờm, chán ăn, mất ngủ"
Viêm phổi,"mệt mỏi, buồn nôn, tức ngực, lạnh run"
Viêm phổi,"lừ đừ, chán ăn, đau đầu, ho có đờm"
Viêm phổi,"suy nhược, chán ăn, đau đầu, lạnh run, sốt"
Viêm phổi,"dấu hiệu khó chịu trong người, chán ăn, cơ thể mệt lả, tức ngực"
Viêm phổi,"có triệu chứng khó thở, chán ăn, mất ngủ"
Viêm phổi,"dấu hiệu lừ đừ, ớn lạnh, lạnh run, buồn nôn, suy nhược"
Viêm phổi,"lừ đừ, ho dai dẳng, sốt, khó chịu trong người, thở dốc"
Viêm phổi,"mình đang sốt cao, khó thở, suy nhược, lừ đừ, ớn lạnh"
Viêm phổi,"mệt mỏi, lừ đừ, lạnh run, khó chịu trong người, mất ngủ"
Viêm phổi,"có triệu chứng lừ đừ, buồn nôn, khó thở"
Viêm phổi,"có triệu chứng suy nhược, ho dai dẳng, ớn lạnh"
Viêm phổi,"đau ngực, buồn nôn, suy nhược, sốt cao, mất ngủ"
Viêm phổi,"tự nhiên bị mất ngủ, ho dai dẳng, chán ăn, tức ngực, buồn nôn"
Viêm phổi,"cảm thấy buồn nôn, lừ đừ, ho dai dẳng, sốt"
Viêm phổi,"tự nhiên bị chán ăn, khó chịu trong người, đau ngực, ớn lạnh, mất ngủ"
Viêm phổi,"tự nhiên bị ho có đờm, đau đầu, mệt mỏi"
Viêm phổi,"tôi bị đau đầu, lạnh run, chán ăn, buồn nôn"
Viêm phổi,"cháu bị buồn nôn, ho ra máu, mất ngủ"
Viêm phổi,"sốt, đau đầu, ho dai dẳng"
Viêm phổi,"sốt cao, sốt, ho có đờm, lừ đừ, đau đầu"
Viêm phổi,"chán ăn, suy nhược, buồn nôn, sốt, thở dốc"
Viêm phổi,"bác sĩ ơi tôi bị sốt, ho dai dẳng, khó thở, suy nhược"
Viêm phổi,"có triệu chứng buồn nôn, đau đầu, ho ra máu"
Viêm phổi,"tự nhiên bị sốt cao, lừ đừ, khó chịu trong người, chán ăn, khó thở"
Viêm phổi,"mấy hôm nay tôi bị cơ thể mệt lả, sốt cao, khó chịu trong người, mất ngủ"
Viêm phổi,"mệt mỏi, mất ngủ, sốt cao"
Viêm phổi,"mình đang khó chịu trong người, thở dốc, buồn nôn, đau đầu, mất ngủ"
Viêm phổi,"hay bị lạnh run, cơ thể mệt lả, buồn nôn, lừ đừ"
Viêm phổi,"cháu bị chán ăn, khó thở, mất ngủ, tức ngực, buồn nôn, sốt"
Viêm phổi,"dấu hiệu tức ngực, ớn lạnh, buồn nôn, mệt mỏi"
Viêm phổi,"mình đang cơ thể mệt lả, đau đầu, ho dai dẳng, chán ăn"
Viêm phổi,"sốt, suy nhược, đau đầu, thở dốc, ho có đờm"
Viêm phổi,"cảm thấy đau đầu, suy nhược, lạnh run, ớn lạnh"
Viêm phổi,"ho dai dẳng, mất ngủ, ớn lạnh"
Viêm phổi,"lừ đừ, thở dốc, buồn nôn"
Viêm phổi,"mất ngủ, thở dốc, lừ đừ, sốt cao"
Viêm phổi,"ho dai dẳng, chán ăn, ho có đờm, đau đầu"
Viêm phổi,"suy nhược, ho dai dẳng, mất ngủ"
Viêm phổi,"ớn lạnh, lừ đừ, đau đầu, lạnh run, ho ra máu"
Viêm phổi,"đau ngực, sốt, đau đầu, ho có đờm, lừ đừ"
Viêm phổi,"cảm thấy lạnh run, đau đầu, chán ăn"
Viêm phổi,"thở dốc, mệt mỏi, đau ngực, đau đầu, lừ đừ, khó chịu trong người"
Viêm phổi,"buồn nôn, cơ thể mệt lả, ớn lạnh, suy nhược"
Viêm phổi,"mình đang mất ngủ, tức ngực, khó chịu trong người, lạnh run, ớn lạnh, đau đầu"
Viêm phổi,"lừ đừ, đau ngực, mệt mỏi, sốt, chán ăn"
Viêm phổi,"cảm thấy đau đầu, mất ngủ, thở dốc, sốt cao"
Viêm phổi,"có triệu chứng mất ngủ, lừ đừ, khó thở, suy nhược, ho ra máu"
Viêm phổi,"mất ngủ, lừ đừ, đau ngực, đau đầu"
Viêm phổi,"thở dốc, ho dai dẳng, buồn nôn, mệt mỏi, đau đầu"
Viêm phổi,"suy nhược, ớn lạnh, ho ra máu, tức ngực, mất ngủ, sốt"
Viêm phổi,"tức ngực, lừ đừ, sốt cao, mệt mỏi"
Viêm phổi,"cháu bị sốt cao, lừ đừ, đau ngực, đau đầu, khó chịu trong người, ớn lạnh"
Viêm phổi,"mệt mỏi, mất ngủ, đau ngực, khó chịu trong người, sốt"
Viêm phổi,"đau đầu, ho dai dẳng, sốt, mất ngủ, chán ăn"
Viêm phổi,"suy nhược, ho ra máu, thở dốc, lừ đừ, chán ăn"
Viêm phổi,"khó thở, khó chịu trong người, chán ăn, ho ra máu, đau đầu"
Viêm phổi,"hay bị ớn lạnh, sốt cao, mệt mỏi, sốt"
Viêm phổi,"mấy hôm nay tôi bị mệt mỏi, cơ thể mệt lả, lừ đừ, ho có đờm, chán ăn, buồn nôn"
Viêm phổi,"đau ngực, ho có đờm, khó chịu trong người, mất ngủ, lừ đừ"
Viêm phổi,"cảm thấy cơ thể mệt lả, sốt, khó thở, buồn nôn"
Viêm phổi,"bác sĩ ơi tôi bị đau đầu, thở dốc, ớn lạnh, mất ngủ"
Viêm phổi,"mình đang tức ngực, đau đầu, sốt cao, suy nhược"
Viêm phổi,"mình đang khó chịu trong người, lạnh run, thở dốc, chán ăn, mệt mỏi, sốt"
Viêm phổi,"mệt mỏi, chán ăn, cơ thể mệt lả, buồn nôn"
Viêm phổi,"tôi bị khó chịu trong người, lừ đừ, mệt mỏi, ho có đờm, chán ăn"
Viêm phổi,"sốt, chán ăn, tức ngực, lừ đừ, mệt mỏi"
Viêm phổi,"cháu bị ho ra máu, khó chịu trong người, suy nhược"
Viêm phổi,"ho dai dẳng, lừ đừ, suy nhược, đau ngực"
Viêm phổi,"chán ăn, đau đầu, khó chịu trong người, khó thở"
